invoice_id,customer_id,as_of_date,invoice_amount,payment_terms_days,historical_invoice_count,historical_total_invoice_value,historical_average_invoice_amount,historical_paid_invoice_count,historical_late_payment_count,historical_late_payment_rate,historical_average_payment_delay_days,historical_max_payment_delay_days,historical_outstanding_amount,historical_outstanding_ratio,late_payment_target
14bd5961-da75-408e-92d5-2b1a0a7d433a,c1a9f9e4-02c9-4e11-9ae3-d7f5eec25bdf,2026-02-27,1285.89,30,3,3944.90,1314.966667,2,0,0.0000,0.0000,0,1437.27,0.364336,1
6b390505-d504-4a0b-9990-7a97f6ca7ecf,e51c365e-179f-4c2e-92f5-bc4c2fc6282a,2026-02-27,1105.06,30,18,52216.31,2900.906111,14,6,0.4286,1.1429,6,13039.86,0.249728,0
83b9e787-ee6d-4c84-b06a-fc94d3685056,efa9353f-2d88-426a-a592-e6a1f87c7b1b,2026-02-27,981.15,30,3,5820.24,1940.080000,3,1,0.3333,1.0000,3,0.00,0.000000,0
8c102de1-d088-449d-8885-f112932bc75c,8f10e8bf-c7a4-4bd6-93ce-4de936a938ef,2026-02-27,1952.69,45,15,42362.07,2824.138000,7,4,0.5714,1.2857,4,20493.24,0.483764,1
994cc5e1-285d-44d0-96c1-09e3f9c22012,9cbf413a-a00b-482b-9441-e8fce7668a2e,2026-02-27,2762.66,45,19,54673.81,2877.568947,15,3,0.2000,0.8000,8,10180.10,0.186197,0
c7f80f01-9d48-4aa0-a165-6b0a60311f57,00acfd4d-b8a4-441a-b965-3c900cea01a1,2026-02-27,497.41,30,8,36872.40,4609.050000,7,2,0.2857,2.2857,12,492.92,0.013368,0
29f4f9f7-97f9-468a-a956-01e0014a7225,1948ea27-1b6a-4dd3-8c99-b399dcf88ed3,2026-02-28,581.96,30,10,27073.04,2707.304000,8,3,0.3750,2.3750,10,3218.91,0.118897,1
2acfadf1-7265-4caa-8dea-7f3331538ea2,30234645-3e34-4245-a4e4-e0e65a95e222,2026-02-28,2667.00,30,4,10793.48,2698.370000,3,3,1.0000,6.6667,14,1133.20,0.104989,1
2b9786a5-2a4c-4579-85a2-20d103dba4f3,334ea671-bdee-4328-983b-35a799b372d6,2026-02-28,4668.17,30,5,9025.46,1805.092000,3,0,0.0000,0.0000,0,2964.24,0.328431,0
57798d90-7197-414a-9c1d-cdfba7a5bef6,dbc5aa6b-529c-4c91-8331-7ec33c8503bb,2026-02-28,460.32,30,19,44341.77,2333.777368,12,7,0.5833,3.6667,17,14250.43,0.321377,1
a1287b27-caa7-461d-ba65-9988adf1e0aa,67fc2766-666c-4de5-9a16-9a35603b9a46,2026-02-28,3233.74,30,5,24680.48,4936.096000,5,5,1.0000,43.4000,66,0.00,0.000000,1
a9891906-de0a-4907-9667-cdff04f87690,bc69f988-30c6-4bf2-b27f-beafca1b2282,2026-02-28,1036.52,45,6,12201.36,2033.560000,2,0,0.0000,0.0000,0,7829.90,0.641724,0
b5d5d5be-ee0f-4e9d-ba90-5ba10d5fb9b6,0d5cae3a-3f1a-4ef0-b794-ba9364aaff19,2026-02-28,528.76,30,4,6968.35,1742.087500,3,0,0.0000,0.0000,0,2266.40,0.325242,0
bf25ab25-61e9-44ca-80af-79b339bfe394,456196a3-f5fd-4769-85c9-fe12f73de5b9,2026-02-28,1324.34,15,13,30295.16,2330.396923,9,2,0.2222,1.2222,10,7728.52,0.255107,0
c08840e5-db5d-412a-9ad1-ff13e494e273,fec6b81b-c723-45e8-a11f-75a4cb6a1381,2026-02-28,2483.90,30,20,46234.15,2311.707500,15,12,0.8000,7.4000,17,10218.32,0.221012,0
c2f944d5-2263-4e2f-a391-7f30dcafbf1e,3773055e-a1f8-4fba-8846-a4b4eca5c2b7,2026-02-28,3581.64,45,12,25254.03,2104.502500,8,3,0.3750,0.8750,4,3315.82,0.131299,0
c4c39e98-58a7-4530-b4d5-c9595d7233b8,1c22a6c4-3de0-4f96-b62a-3a6edbbaf732,2026-02-28,1246.35,30,17,34985.86,2057.991765,14,7,0.5000,1.6429,9,2659.00,0.076002,1
da7af02a-e189-44bd-8a38-54e13246fb3d,80425ba2-13bc-407f-9a1c-ff4f30480010,2026-02-28,2788.09,30,12,30992.81,2582.734167,9,2,0.2222,0.4444,3,7097.21,0.228995,0
dd38782d-bcaa-4858-8dd1-fafe978ab637,e630e7cb-c24b-49e2-af83-702facb0c4b9,2026-02-28,2774.14,15,5,18744.91,3748.982000,4,0,0.0000,0.0000,0,1573.27,0.083931,1
de2a0ac8-b6ce-4908-a4e7-d53fe46c7d99,505deb96-02b0-4484-ae43-533961fa661d,2026-02-28,2334.09,45,9,17796.15,1977.350000,9,2,0.2222,0.2222,1,0.00,0.000000,0
df1d06e6-00f0-4425-aae9-e1612bf79b0a,0c75c934-71c3-45ff-9de2-91babfa75c3f,2026-02-28,390.54,30,6,22146.06,3691.010000,6,1,0.1667,0.5000,3,0.00,0.000000,1
110d5ab6-01be-42a1-983f-b7b4bf996f3a,27121f78-6ac9-48b9-bd1d-14e1b17b0217,2026-03-01,1420.19,45,4,6824.51,1706.127500,4,3,0.7500,1.7500,4,0.00,0.000000,1
16a77f3a-4f80-4c66-a363-0cd77b3a5cd2,20538050-69a2-4a47-9dd1-b9142fb76c57,2026-03-01,3337.30,45,4,7064.98,1766.245000,4,0,0.0000,0.0000,0,0.00,0.000000,0
18065885-d454-40e0-9231-d5523fb1ac57,8daa11dd-d410-44bf-a0de-622a9ca7c78d,2026-03-01,304.19,15,18,60709.04,3372.724444,15,7,0.4667,1.6667,8,4979.32,0.082019,1
1bc363d1-1b11-4bc3-a981-0331a602441e,744605d3-9330-457d-9c53-8b4b59950976,2026-03-01,5262.39,30,17,55001.40,3235.376471,14,6,0.4286,1.1429,7,6244.67,0.113537,0
21d77227-1385-4730-9a65-9f312225bf68,456196a3-f5fd-4769-85c9-fe12f73de5b9,2026-03-01,376.49,15,14,31619.50,2258.535714,9,2,0.2222,1.2222,10,9052.86,0.286306,0
34597068-5141-4956-886d-fb839618f2d2,d768ded2-0e1f-4338-a373-8cb12093b6b9,2026-03-01,271.70,30,17,51778.70,3045.805882,13,7,0.5385,1.9231,13,4096.60,0.079117,0
652121c9-345b-4bd8-86b8-1ae3ad1abf5b,c7af740f-1d7a-4321-9d3e-ec9107c05254,2026-03-01,203.77,15,9,19438.66,2159.851111,8,4,0.5000,0.8750,3,232.79,0.011976,1
84f08c5d-79de-4f64-aec2-a2ef997b63e3,9a48cdff-42f6-4b91-80ce-e531f3622d2b,2026-03-01,1591.91,45,5,9290.27,1858.054000,3,1,0.3333,3.6667,11,6060.18,0.652315,0
ba2becfe-965d-4e69-b60c-5c0b5892f394,13d8502b-672a-495d-a3f4-30157008db99,2026-03-01,5262.39,15,5,13619.30,2723.860000,5,2,0.4000,0.8000,3,0.00,0.000000,1
c0871773-672f-4af6-a345-3b729f1cb3c2,b0d81eaf-60e0-4aa5-b3e9-64fdea18f5e9,2026-03-01,6577.99,30,8,24158.66,3019.832500,5,1,0.2000,0.2000,1,12773.73,0.528743,1
ccfb9f6f-7a42-455c-baa9-b6623c3cb6e3,86208847-cfb3-449d-a634-075a2b7c33cc,2026-03-01,993.26,45,5,9554.35,1910.870000,4,4,1.0000,7.0000,14,1121.82,0.117415,1
d082b223-4ef0-4bcf-8ddf-6ffaf82082f0,0443c1b9-9e56-4bed-b673-1441efe40f38,2026-03-01,4085.60,15,5,13627.42,2725.484000,4,3,0.7500,1.5000,3,581.96,0.042705,1
d3ccf346-d498-4fbe-a6ba-7fd501254f47,97a7e174-c5da-4d97-b94b-09d5f4788809,2026-03-01,2667.00,45,9,18450.74,2050.082222,4,1,0.2500,0.5000,2,8562.33,0.464064,0
e249e5e6-1859-435a-9d26-64c84c070f3f,403ba4f6-3b05-4fb0-9c95-6068878e01b1,2026-03-01,3772.02,30,21,76083.55,3623.026190,17,5,0.2941,1.3529,14,7384.65,0.097060,0
e5b30c06-778f-474a-b493-c72749224840,c3bc5bb3-aee9-4150-b36a-c89a22162e7d,2026-03-01,2468.21,45,19,47862.21,2519.063684,13,9,0.6923,3.1538,15,14868.69,0.310656,0
139b0514-be5a-49bb-a85b-914652a4436a,a20f7825-b033-409c-9c97-b044b61bae47,2026-03-02,3954.76,30,5,23650.16,4730.032000,5,4,0.8000,6.8000,13,0.00,0.000000,1
15e3cb16-9448-4144-a37f-5576b318d45d,b4a140af-8af0-4074-8c4e-f1e587fff314,2026-03-02,1735.44,45,16,55973.03,3498.314375,11,5,0.4545,1.4545,6,18512.71,0.330743,0
3dc4c633-cd9f-4419-b711-acc3236fe393,e9152f33-f58e-4690-a02f-18066572acda,2026-03-02,394.34,15,12,35194.24,2932.853333,9,5,0.5556,2.2222,10,1453.12,0.041289,1
5cc100b4-598e-4d8e-b610-41923c5b67aa,6bb31b8a-5c85-4549-9106-7183256248ff,2026-03-02,1940.69,45,8,20497.77,2562.221250,5,2,0.4000,3.4000,10,7930.27,0.386885,1
837093ad-73ec-4382-986d-49643df58f21,10cb2e84-0bd1-4b29-8db3-06ae3488789d,2026-03-02,1394.04,45,4,9112.75,2278.187500,2,2,1.0000,3.0000,3,6327.38,0.694344,0
a5dbf3b6-9072-4da4-befd-eff65e55f22c,399ee9ba-2674-41aa-a50a-7b370668b523,2026-03-02,1700.06,30,4,25039.03,6259.757500,3,0,0.0000,0.0000,0,6673.66,0.266530,0
c7734137-e1bd-4d98-99ce-7467b0f43b13,1fff1144-0a72-44bd-ae41-900fd84b9dec,2026-03-02,2752.94,30,12,58295.86,4857.988333,10,3,0.3000,0.6000,3,9435.13,0.161849,1
e8719ac9-7eac-4ca1-95d3-b751cd54f046,7bb9c97f-e27e-426f-b400-1ecf5e49b6f2,2026-03-02,6429.47,30,5,13101.09,2620.218000,5,4,0.8000,4.2000,9,0.00,0.000000,1
2272096d-0855-4b60-bcbf-f907a98a714e,34fc1ab3-f5c6-4545-9ba9-158e780f74bd,2026-03-03,3268.48,45,6,9647.17,1607.861667,6,0,0.0000,0.0000,0,0.00,0.000000,1
251827b6-d6fd-42c7-a4bc-0aa66c59e10d,3d036612-3ff3-451e-a921-d163e55b4c30,2026-03-03,2115.62,30,9,24634.56,2737.173333,7,5,0.7143,3.0000,9,6381.69,0.259054,0
25fa6961-b298-474c-88a5-c3d9845ce3da,b0d81eaf-60e0-4aa5-b3e9-64fdea18f5e9,2026-03-03,1246.35,30,9,30736.65,3415.183333,5,1,0.2000,0.2000,1,19351.72,0.629598,0
34a47649-19e9-4e34-b1c6-d72a083b6305,fc90d768-4902-4267-aee4-185b5584cee7,2026-03-03,3804.11,30,17,39401.56,2317.738824,13,4,0.3077,1.4615,15,6308.82,0.160116,1
387ab776-1e4d-425b-957b-a6da6c3dafbc,fc625523-78f4-4bf4-920a-ec3d6bf61de9,2026-03-03,710.09,30,6,18480.77,3080.128333,6,2,0.3333,0.6667,3,0.00,0.000000,0
7eb4cbfc-374e-48d0-b515-75ce8f8eab79,267963b4-ed35-41d7-b2ce-cc6088afbd06,2026-03-03,2534.55,30,7,23513.72,3359.102857,4,4,1.0000,2.2500,6,8865.75,0.377046,1
91d83220-ecf3-4285-849e-87d9cd681fae,8daa11dd-d410-44bf-a0de-622a9ca7c78d,2026-03-03,2038.47,15,19,61013.23,3211.222632,16,7,0.4375,1.5625,8,1271.29,0.020836,1
d03bae7c-ed92-4ce6-a2ef-aa865d5d7b4e,44e18ff7-c6c4-4f05-810a-10acda026843,2026-03-03,4026.25,30,19,58160.74,3061.091579,13,4,0.3077,1.8462,10,16581.73,0.285102,1
e90d84cd-795b-46bd-8e54-f9fddb5e2bf8,6b35501e-08f6-41b4-8699-30281befd8ec,2026-03-03,3946.79,45,6,22225.73,3704.288333,4,3,0.7500,1.5000,3,7088.41,0.318928,0
f5caf9b5-b01a-483d-962f-31c73fde0ba7,a618b414-7505-48a2-9047-6d0fbd16fb88,2026-03-03,925.52,45,5,19880.85,3976.170000,2,0,0.0000,0.0000,0,6548.13,0.329369,0
3089dd62-eb17-4ac1-b9a8-8b704b0d87de,fc90d768-4902-4267-aee4-185b5584cee7,2026-03-04,830.45,30,18,43205.67,2400.315000,13,4,0.3077,1.4615,15,10112.93,0.234065,1
5edf15ae-fd4b-477e-bb4c-74b286501837,ff29a3b3-fb27-44ad-8dcc-9551fb3c7420,2026-03-04,1868.73,45,18,47456.89,2636.493889,15,6,0.4000,3.0667,14,4508.92,0.095011,1
62f5e2fe-5b2e-47ea-a0b7-e637f197d8b8,957f9181-281b-4ff6-9370-462fb40cb6e5,2026-03-04,106.95,30,6,16025.81,2670.968333,4,2,0.5000,1.5000,3,4345.55,0.271159,1
79503d57-f775-4310-9dfa-a770022ec9dd,c8466347-f65e-48a7-a013-64f958a93e60,2026-03-04,883.11,15,5,26996.08,5399.216000,2,1,0.5000,5.0000,10,7780.28,0.288200,1
881cd6e4-aea4-48d7-abef-20dd479ffc99,86208847-cfb3-449d-a634-075a2b7c33cc,2026-03-04,2571.79,45,6,10547.61,1757.935000,4,4,1.0000,7.0000,14,2115.08,0.200527,1
93300be0-ad0e-49c9-84d4-adf1980b9268,41cc51fc-74f3-43aa-b9e8-c4269becb375,2026-03-04,572.04,45,8,34050.73,4256.341250,7,5,0.7143,3.4286,15,5537.68,0.162630,0
b08089f5-e6ef-4581-ba7d-d81316f441b9,e9152f33-f58e-4690-a02f-18066572acda,2026-03-04,1315.60,15,13,35588.58,2737.583077,10,6,0.6000,2.3000,10,1524.32,0.042832,0
d4cbea34-779b-498d-9bc3-83bfb7905217,d6b350eb-48ff-4268-b8d2-d00fb5bd3417,2026-03-04,1245.67,15,4,25342.30,6335.575000,4,2,0.5000,4.7500,14,0.00,0.000000,1
dc7d8853-d25b-41f4-a428-f258a622e9f9,78106c04-2615-4323-b215-3172fb34fc72,2026-03-04,1868.73,30,8,37996.56,4749.570000,5,3,0.6000,1.4000,3,14961.76,0.393766,0
ec71b6b2-81fb-4e73-b84a-f432431e3ab1,b4ff4a71-e2cb-40a7-afaa-04a5be660e06,2026-03-04,2334.09,45,8,12729.75,1591.218750,6,2,0.3333,0.8333,3,359.30,0.028225,0
f2f4f6d0-5800-4cbf-b922-793f12102e62,d16d5f0e-f1af-4ab1-8b14-12ce745ddd9b,2026-03-04,2038.47,30,11,31580.57,2870.960909,5,2,0.4000,3.4000,16,13931.85,0.441153,0
00f16070-d222-4dc1-b580-9aaae190d799,5772f550-5886-44ab-b618-cc525d22c053,2026-03-05,1817.93,30,14,50374.86,3598.204286,11,5,0.4545,1.9091,8,12553.59,0.249203,0
0d96b940-3ed8-46dc-b4b2-401c07f16763,da7dbacc-46a8-44dc-b4c5-5e21bf437da6,2026-03-05,1424.51,30,18,44199.66,2455.536667,17,6,0.3529,2.9412,14,1766.23,0.039960,0
3f2356e6-7ed4-424f-bbee-935b5f5b6a74,82c5a7aa-2ec7-45dc-9d03-be3531473f2f,2026-03-05,2381.51,30,3,5566.64,1855.546667,2,1,0.5000,2.5000,5,2461.58,0.442202,0
45b9b98c-91c9-41a2-b82f-d1176eb24bf2,88f8cded-9e9f-4c71-9504-8cae260151bf,2026-03-05,685.23,15,10,18720.59,1872.059000,10,4,0.4000,1.1000,3,0.00,0.000000,1
55c41d3c-a259-4111-a188-fa078d993075,34f539cb-584e-4259-ac9f-44e6d5484ebf,2026-03-05,2006.11,15,20,49684.11,2484.205500,17,7,0.4118,1.8824,14,6741.64,0.135690,0
dbf30626-d1c3-4a80-a1a8-72eb64a03378,585a8991-c44f-4e18-b8e0-6283bf6f9aff,2026-03-05,1112.43,15,6,21676.33,3612.721667,5,3,0.6000,3.2000,12,1864.86,0.086032,0
e2725041-d5c1-4aff-82d9-49a0afdba3f3,a69011f4-c3f9-4f91-92f2-3df9072b53e7,2026-03-05,1754.08,15,19,47382.89,2493.836316,17,5,0.2941,1.0588,9,3056.80,0.064513,0
fe56b1fb-36a1-4d84-9df3-b1a7b47bc38d,3378475b-b350-4593-9546-01468d85dcd8,2026-03-05,1195.82,30,7,10644.23,1520.604286,7,2,0.2857,1.5714,8,0.00,0.000000,0
fe6b2588-5f49-4dac-a0cd-31878b7c47bf,119de36d-41b2-4136-a3a2-0b81cfcdf6f9,2026-03-05,3248.34,30,5,19173.71,3834.742000,3,1,0.3333,0.6667,2,2726.29,0.142189,1
005d4f45-ba51-4a16-afe3-a88908b04b2e,5a2542d2-8392-4c53-bbf2-259d1b7de2ba,2026-03-06,844.85,30,11,28737.00,2612.454545,11,10,0.9091,11.6364,20,0.00,0.000000,1
453dcfbe-b8a8-40a0-923e-22ed112a274b,e223a14f-9752-4dfc-b998-04cfae44ca10,2026-03-06,1048.85,30,22,66830.85,3037.765909,19,6,0.3158,0.5789,3,3271.94,0.048959,0
4d0d44b7-65c5-4201-a2e6-927f1837d664,121edff8-dfb7-4758-a559-7855430672f3,2026-03-06,1716.12,45,8,22408.40,2801.050000,6,2,0.3333,1.1667,6,6046.90,0.269850,1
67405d8a-79e5-4b29-ba84-04d103c3eb16,ad10f2bd-d571-4f42-aec5-a7a10eaa3ca9,2026-03-06,908.96,15,4,15922.08,3980.520000,4,0,0.0000,0.0000,0,0.00,0.000000,0
7eebae88-99f4-48da-b14a-3225cc5b2846,6fb7d847-f44b-41dc-a325-7b26c61cbc96,2026-03-06,3857.68,45,19,76646.53,4034.027895,16,4,0.2500,1.2500,10,12074.28,0.157532,1
8e35e622-bf1f-4284-9539-d5844f13f5e0,050980d5-34a4-4416-b487-3ba57e340fdf,2026-03-06,3009.16,45,3,8396.04,2798.680000,2,2,1.0000,46.5000,54,602.88,0.071805,1
a527a458-a8c4-418c-a25e-6886ee5582e7,066b0bf5-5f5a-4c95-a709-b1fc1d059f94,2026-03-06,817.12,45,17,59245.64,3485.037647,11,4,0.3636,0.6364,3,14488.20,0.244545,0
b15a4588-31e3-4600-ada9-11bdbeced37e,dbc5aa6b-529c-4c91-8331-7ec33c8503bb,2026-03-06,1904.15,30,20,44802.09,2240.104500,12,7,0.5833,3.6667,17,13944.03,0.311236,1
b32b59c0-88c7-4812-8b1f-230d7872e685,b0d043da-1294-4ab0-8fa2-ebb68dbb62a2,2026-03-06,2334.09,30,4,9877.85,2469.462500,3,3,1.0000,1.6667,2,701.63,0.071031,0
c12ffb17-fb36-4513-bd94-77864a59aee9,824fbcc7-5420-4ca2-84b0-15b0b4a2292b,2026-03-06,3957.74,45,3,17613.31,5871.103333,3,0,0.0000,0.0000,0,0.00,0.000000,0
fe4fea64-10ba-49c2-ba35-65d3a8bff94c,e818ffda-4cf8-4137-92f5-f73ec2be9aac,2026-03-06,1175.83,30,4,14302.37,3575.592500,4,1,0.2500,0.5000,2,0.00,0.000000,1
005a02c1-1c86-429b-9880-122cabe9dad4,ecee2fcb-7259-46bb-a6a3-c2683069ec25,2026-03-07,434.28,30,10,30231.35,3023.135000,8,4,0.5000,2.0000,9,4323.80,0.143024,0
12d0fb81-727e-4e06-b736-91e210592507,3ce5849f-19ca-4eca-8a46-e4a3b8828dc2,2026-03-07,3076.97,30,4,9360.42,2340.105000,4,4,1.0000,48.2500,66,0.00,0.000000,1
2e2e1bc3-852c-4808-9b8c-b21d863182e7,a54b8eca-fc5f-46cd-9407-2f103beabcc7,2026-03-07,3979.76,15,6,16521.01,2753.501667,5,2,0.4000,3.0000,13,5699.87,0.345007,1
32840687-9eb7-4e36-abb8-9b6dd7e995ff,456196a3-f5fd-4769-85c9-fe12f73de5b9,2026-03-07,5814.80,15,15,31995.99,2133.066000,9,2,0.2222,1.2222,10,9429.35,0.294704,1
3f8dcf61-65b1-4e40-831f-8a614d76bd05,45b35575-e766-4b46-861c-910c86237813,2026-03-07,1647.95,15,17,40746.11,2396.830000,12,5,0.4167,2.9167,17,15243.21,0.374102,0
505308da-28a7-43a0-a7ee-6c3b47e9ac84,9cbf413a-a00b-482b-9441-e8fce7668a2e,2026-03-07,4085.60,45,20,57436.47,2871.823500,15,3,0.2000,0.8000,8,12942.76,0.225340,1
79f57fb0-577c-4689-8a3f-8bf7c948fccf,34f539cb-584e-4259-ac9f-44e6d5484ebf,2026-03-07,4656.46,15,21,51690.22,2461.439048,17,7,0.4118,1.8824,14,8747.75,0.169234,1
f3599390-4464-449f-903e-5adbc2b36a2c,41cc51fc-74f3-43aa-b9e8-c4269becb375,2026-03-07,1019.24,45,9,34622.77,3846.974444,7,5,0.7143,3.4286,15,6109.72,0.176465,1
f3c9f178-f1fb-45f6-a5bd-beb5d3018e66,f201cdf9-cb7c-4b4b-8da0-68bccc439429,2026-03-07,324.95,15,10,39396.78,3939.678000,10,5,0.5000,3.6000,11,0.00,0.000000,1
168a8a14-7838-4df2-8444-80db3dd1e08e,ecee2fcb-7259-46bb-a6a3-c2683069ec25,2026-03-08,4656.46,30,11,30665.63,2787.784545,8,4,0.5000,2.0000,9,2857.70,0.093189,1
9b39f875-87b4-46e4-ac77-61168a26445b,49d4f65c-a7f6-423f-97b2-75571396471e,2026-03-08,2492.70,15,5,16975.56,3395.112000,4,2,0.5000,1.0000,3,4203.57,0.247625,1
a358f5aa-caf0-489d-99b5-740a9d0d558a,48871682-8627-402c-b359-46e536c8c5f8,2026-03-08,1079.90,45,7,23081.32,3297.331429,5,0,0.0000,0.0000,0,7422.66,0.321587,1
a5bdd301-015c-48c6-ad76-707305303662,d536df89-ae17-40cc-ae90-1ec234f2db3e,2026-03-08,4623.57,45,6,19604.31,3267.385000,6,4,0.6667,4.6667,9,0.00,0.000000,1
f07282b2-19a7-4b17-8700-d7280bf7f1fc,a62bcc77-cf9c-44a3-920f-2e2e57c723dc,2026-03-08,817.18,30,7,36279.87,5182.838571,7,5,0.7143,3.8571,9,0.00,0.000000,0
171a2412-bf03-472d-8458-282919fcdae9,28e3eb2f-4e60-491c-8ecf-9260a4a4ced4,2026-03-09,2013.12,45,19,76897.03,4047.212105,17,7,0.4118,1.6471,11,3494.13,0.045439,1
2c6a69fb-2edf-4907-a9d9-be609ae45bde,a8091949-9c95-4f66-b956-b61849aa17d1,2026-03-09,920.02,30,3,9048.13,3016.043333,3,2,0.6667,0.6667,1,0.00,0.000000,1
363963dd-cf8e-4659-a0bd-7b46469973fe,3137607b-7cb7-42f6-bf45-44b8618d38d2,2026-03-09,1940.69,45,4,10797.66,2699.415000,3,0,0.0000,0.0000,0,5045.57,0.467284,0
5eafb1a5-ce77-4dc8-90e1-4f4a4b7d35d2,505deb96-02b0-4484-ae43-533961fa661d,2026-03-09,1053.75,45,10,20130.24,2013.024000,9,2,0.2222,0.2222,1,2334.09,0.115949,1
71382f31-46af-4bb4-863b-ee41c613789f,420464c7-e05c-4002-9ab4-902acb471c60,2026-03-09,2073.04,45,5,5622.55,1124.510000,4,1,0.2500,0.5000,2,797.69,0.141873,0
bf493168-5fee-464c-9a33-f50b099b8276,505deb96-02b0-4484-ae43-533961fa661d,2026-03-09,497.41,45,10,20130.24,2013.024000,9,2,0.2222,0.2222,1,2334.09,0.115949,1
cb7f7b1a-6e5b-4d07-8d49-3284adc72fa5,d6e6f2c0-9d75-46fe-a6d0-19f4998b8aa0,2026-03-09,5814.80,30,5,6029.55,1205.910000,4,2,0.5000,2.5000,7,628.52,0.104240,0
4ecff872-c64a-44ff-b125-1d1a255d3302,27121f78-6ac9-48b9-bd1d-14e1b17b0217,2026-03-10,3527.50,45,5,8244.70,1648.940000,4,3,0.7500,1.7500,4,1420.19,0.172255,1
866f378b-ce5d-410c-a9a4-d9b82b7973f8,c7e971e5-62a6-49c9-a239-e17ea1f253a5,2026-03-10,5289.06,45,8,19139.75,2392.468750,8,8,1.0000,10.0000,20,0.00,0.000000,0
86cd936c-1979-4703-b15d-80f8bd9ea325,a9a14d19-86ba-40be-883c-0be4db2e7555,2026-03-10,4851.74,15,10,26326.64,2632.664000,10,3,0.3000,1.3000,10,0.00,0.000000,0
9f3a05cd-465e-4c0e-a024-2123b1d602e4,403ba4f6-3b05-4fb0-9c95-6068878e01b1,2026-03-10,3076.97,30,22,79855.57,3629.798636,18,5,0.2778,1.2778,14,10548.30,0.132092,1
bf84799d-3e51-4f4c-9796-04b86e9d77e3,0b94772b-0571-4308-92cc-ac6baf2ac02b,2026-03-10,456.28,45,8,35330.40,4416.300000,7,0,0.0000,0.0000,0,7771.19,0.219958,0
cc7f4df2-ee7c-4ac5-9551-d7ed4c23e201,6774c3a7-d951-43fa-9c75-eaca2ced5391,2026-03-10,69.99,30,12,25607.04,2133.920000,10,6,0.6000,2.0000,10,7296.87,0.284956,1
d1f60e7e-6acc-4ef5-9b8a-7ca3c34c4444,da7dbacc-46a8-44dc-b4c5-5e21bf437da6,2026-03-10,908.96,30,19,45624.17,2401.272105,17,6,0.3529,2.9412,14,3190.74,0.069935,1
f20c1660-d032-4ade-96e3-d3937f2cfb89,027e2c71-76f6-44d8-b214-51097fc3e605,2026-03-10,4755.14,15,14,30412.77,2172.340714,14,5,0.3571,1.8571,14,0.00,0.000000,1
f22648d1-049a-473a-a851-17c72a2c22a4,6d07afb5-e45f-49c8-8fe6-ab313f89ab9c,2026-03-10,2115.04,30,18,59707.75,3317.097222,13,6,0.4615,1.1538,3,16741.74,0.280395,1
f6529cac-50d3-460d-a6dd-77de38338531,a137cf0f-749a-402e-9913-60a7f4a47b92,2026-03-10,3739.05,30,14,32700.64,2335.760000,13,6,0.4615,1.6923,9,6769.95,0.207028,1
0fcd80a0-7fe1-49f4-916a-980b2060ae93,e223a14f-9752-4dfc-b998-04cfae44ca10,2026-03-11,3365.46,30,23,67879.70,2951.291304,20,6,0.3000,0.5500,3,2341.92,0.034501,0
2fa6f174-7391-49b6-a152-64271033cc1e,3bd0dd5d-7d24-48da-856a-69e393e5e5b9,2026-03-11,3337.30,30,4,12086.28,3021.570000,3,0,0.0000,0.0000,0,1120.79,0.092732,1
3dfbc66a-340b-42fa-9699-ab94041d92d5,bc2eaeff-d2cb-413b-8716-a7fa6d9507c2,2026-03-11,1728.30,15,17,54292.89,3193.699412,13,5,0.3846,1.2308,9,17597.60,0.324123,1
596143a8-fa7e-4160-a1c8-cc9a549c6d83,911f8116-248a-4e3d-afb4-62a632746852,2026-03-11,3017.62,30,24,46157.39,1923.224583,21,7,0.3333,1.0952,10,2061.53,0.044663,1
5d2c5046-1e78-44f1-b442-f4c0bcc25742,f6a6bafb-8098-4f2d-ae6d-689b77c84f2b,2026-03-11,3183.81,30,4,12349.18,3087.295000,4,2,0.5000,1.0000,3,0.00,0.000000,1
6b2187e9-70a8-41f0-8e2e-8659bfbc764e,267963b4-ed35-41d7-b2ce-cc6088afbd06,2026-03-11,1754.08,30,8,26048.27,3256.033750,5,5,1.0000,2.2000,6,5700.43,0.218841,0
8c9ae17a-c815-4d08-b4b1-730e222d2098,d5bde5d5-ffb3-40af-bfb0-e1fbc0fc8ac6,2026-03-11,2105.72,30,7,26317.50,3759.642857,7,7,1.0000,10.8571,18,0.00,0.000000,1
98a9bbd1-00d2-41d1-bc88-628ef5d378b4,debb1669-0087-4b21-a027-8766438b09f1,2026-03-11,197.17,30,6,23014.19,3835.698333,5,5,1.0000,13.4000,23,4121.63,0.179091,1
997ec553-1e80-4081-9498-2cd4fd334668,bc2eaeff-d2cb-413b-8716-a7fa6d9507c2,2026-03-11,1962.30,15,17,54292.89,3193.699412,13,5,0.3846,1.2308,9,17597.60,0.324123,1
99c9e39e-95ea-452b-9fdc-0b760f78abb4,8f10e8bf-c7a4-4bd6-93ce-4de936a938ef,2026-03-11,142.84,45,16,44314.76,2769.672500,7,4,0.5714,1.2857,4,22445.93,0.506511,0
b354ad55-a3bf-4c50-8eee-9bef1e4110d7,e74c4bf9-90b2-4723-8b21-9af623c5b124,2026-03-11,3268.48,45,16,44443.68,2777.730000,14,6,0.4286,1.7143,8,2493.26,0.056099,0
